"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
21,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",281,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"0"
29,"management","single","university.degree","no","no","no","cellular","aug","tue",189,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
46,"blue-collar","married","basic.4y","no","no","no","telephone","may","tue",115,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
42,"blue-collar","married","basic.4y","no","yes","no","telephone","may","tue",89,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"0"
41,"services","divorced","unknown","no","no","no","telephone","may","fri",211,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
46,"services","married","basic.9y","unknown","yes","no","cellular","aug","wed",59,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"0"
38,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","mon",22,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"0"
33,"technician","single","professional.course","no","no","no","cellular","aug","tue",193,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
29,"housemaid","single","high.school","no","no","no","telephone","may","mon",1203,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"0"
38,"blue-collar","single","basic.4y","no","no","no","cellular","may","wed",207,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"0"
53,"retired","divorced","high.school","no","yes","no","telephone","may","wed",111,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"0"
34,"technician","single","professional.course","no","no","no","cellular","oct","thu",138,1,999,1,"failure",-3.4,92.431,-26.9,0.74,5017.5,"0"
38,"blue-collar","married","high.school","unknown","yes","no","telephone","may","fri",203,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"0"
27,"services","single","high.school","no","yes","no","cellular","jul","thu",148,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
33,"admin.","divorced","high.school","no","unknown","unknown","cellular","jul","wed",57,17,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"0"
30,"blue-collar","married","high.school","no","yes","no","telephone","jun","mon",32,3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"0"
53,"unemployed","married","basic.9y","no","yes","no","cellular","nov","wed",248,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"0"
41,"technician","single","professional.course","no","no","no","telephone","may","fri",139,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
52,"management","married","university.degree","unknown","no","no","telephone","may","mon",467,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
37,"blue-collar","married","basic.6y","no","no","no","cellular","may","mon",327,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"0"
50,"management","married","university.degree","no","yes","no","cellular","jul","thu",161,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
44,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","tue",472,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
32,"technician","divorced","high.school","no","unknown","unknown","cellular","aug","tue",301,10,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
49,"retired","married","basic.4y","no","no","no","telephone","may","wed",177,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
43,"admin.","married","high.school","no","yes","no","telephone","jun","tue",282,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"0"
57,"housemaid","married","basic.9y","unknown","yes","no","cellular","aug","mon",164,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
46,"self-employed","married","university.degree","no","yes","no","telephone","may","tue",151,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
35,"admin.","married","high.school","no","yes","no","telephone","may","tue",166,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"0"
37,"technician","single","university.degree","no","yes","no","cellular","jun","tue",96,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"0"
32,"services","married","high.school","unknown","no","no","telephone","jun","fri",174,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"0"
46,"admin.","divorced","professional.course","no","no","yes","cellular","jul","mon",155,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
31,"self-employed","married","university.degree","no","yes","no","cellular","aug","wed",15,10,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"0"
36,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",109,7,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"0"
35,"blue-collar","married","high.school","unknown","yes","no","cellular","apr","mon",19,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"0"
51,"management","married","basic.4y","no","no","no","cellular","jul","mon",104,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"0"
52,"technician","married","basic.9y","no","yes","no","cellular","nov","fri",44,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"0"
53,"blue-collar","married","basic.6y","no","yes","no","telephone","may","fri",95,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"0"
33,"technician","married","professional.course","no","yes","no","cellular","may","mon",6,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"0"
36,"services","married","high.school","no","yes","no","telephone","may","thu",84,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"0"
33,"entrepreneur","married","university.degree","no","yes","no","telephone","may","mon",130,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
53,"retired","married","basic.9y","no","no","no","cellular","may","wed",133,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"0"
55,"retired","married","high.school","no","yes","no","cellular","aug","tue",106,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
44,"admin.","married","high.school","no","no","no","cellular","may","fri",131,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"0"
48,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","wed",282,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"0"
47,"admin.","married","basic.9y","no","no","no","cellular","nov","thu",164,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"0"
30,"self-employed","married","professional.course","no","yes","no","telephone","jun","tue",123,4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"0"
56,"management","married","high.school","no","yes","no","cellular","jul","fri",131,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"0"
26,"services","single","high.school","no","yes","no","cellular","jul","tue",98,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.044,5076.2,"0"
40,"admin.","married","university.degree","unknown","no","no","cellular","aug","tue",73,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
41,"management","married","unknown","no","no","no","telephone","may","wed",345,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"0"
25,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",174,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"0"
42,"entrepreneur","married","unknown","unknown","yes","no","telephone","may","mon",293,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
45,"management","married","university.degree","no","no","no","cellular","aug","mon",105,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
52,"unknown","married","professional.course","unknown","yes","yes","cellular","jun","tue",135,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"0"
48,"technician","married","professional.course","unknown","yes","no","cellular","jul","thu",5,2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"0"
34,"technician","married","professional.course","no","no","no","cellular","nov","thu",144,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"0"
50,"blue-collar","married","unknown","unknown","yes","no","cellular","jul","thu",222,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"0"
39,"services","married","high.school","no","yes","no","telephone","may","fri",86,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"0"
48,"admin.","divorced","high.school","unknown","no","no","cellular","may","mon",146,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"0"
31,"admin.","married","high.school","no","yes","no","telephone","jun","wed",105,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"0"
33,"services","married","high.school","no","yes","yes","cellular","nov","wed",314,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"0"
28,"admin.","married","high.school","no","no","yes","telephone","jun","mon",13,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.711,4991.6,"0"
54,"unemployed","married","high.school","unknown","no","no","cellular","jul","fri",203,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
32,"unemployed","single","high.school","no","no","no","telephone","may","wed",153,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
45,"entrepreneur","divorced","university.degree","no","yes","yes","telephone","may","thu",72,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"0"
42,"housemaid","married","unknown","unknown","yes","no","telephone","jun","mon",345,4,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"0"
53,"management","married","university.degree","unknown","yes","no","telephone","may","tue",186,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"0"
34,"blue-collar","single","high.school","no","yes","no","cellular","nov","tue",257,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"0"
43,"technician","married","professional.course","unknown","yes","no","cellular","aug","mon",145,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
63,"retired","married","university.degree","no","no","no","cellular","aug","tue",177,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.859,5076.2,"0"
39,"admin.","divorced","university.degree","no","yes","no","cellular","aug","tue",180,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"0"
57,"retired","married","university.degree","no","yes","no","telephone","jun","fri",12,5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"0"
41,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",239,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"0"
35,"technician","married","university.degree","no","no","no","cellular","aug","fri",224,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"0"
33,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","fri",78,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"0"
27,"student","single","professional.course","no","no","no","telephone","nov","thu",72,1,999,0,"nonexistent",-0.1,93.2,-42,4.245,5195.8,"0"
29,"technician","unknown","high.school","no","yes","no","cellular","aug","wed",78,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
30,"technician","married","professional.course","no","yes","yes","cellular","jul","mon",699,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
38,"technician","single","professional.course","no","yes","yes","cellular","nov","fri",159,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"0"
46,"services","married","high.school","unknown","no","no","cellular","aug","tue",205,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
56,"housemaid","married","basic.4y","no","no","no","telephone","jun","wed",204,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"0"
48,"unemployed","married","university.degree","no","yes","no","cellular","nov","thu",60,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"0"
33,"entrepreneur","married","basic.9y","unknown","no","no","telephone","may","tue",82,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
31,"blue-collar","divorced","high.school","no","no","no","cellular","may","wed",156,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"0"
34,"technician","married","professional.course","no","no","no","cellular","aug","fri",161,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"0"
44,"admin.","married","university.degree","no","yes","yes","cellular","apr","fri",274,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"0"
37,"housemaid","married","high.school","unknown","no","yes","telephone","may","fri",106,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"0"
46,"blue-collar","divorced","basic.6y","no","yes","no","telephone","jun","tue",1208,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"0"
50,"management","married","university.degree","no","no","no","telephone","sep","tue",84,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"0"
35,"student","single","university.degree","unknown","yes","no","telephone","may","mon",248,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
28,"technician","married","basic.9y","no","yes","no","cellular","may","wed",23,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"0"
43,"blue-collar","married","basic.4y","unknown","no","yes","cellular","may","wed",153,1,999,2,"failure",-1.8,92.893,-46.2,1.334,5099.1,"0"
47,"admin.","married","university.degree","no","no","no","cellular","nov","fri",103,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"0"
59,"services","divorced","basic.6y","no","yes","no","cellular","may","tue",318,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"0"
52,"services","married","high.school","unknown","yes","no","cellular","aug","fri",79,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"0"
40,"services","married","high.school","no","yes","no","cellular","apr","fri",151,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"0"
48,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","mon",153,9,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"0"
49,"unemployed","unknown","high.school","no","yes","no","cellular","nov","thu",73,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"0"
44,"services","married","high.school","no","no","no","telephone","may","wed",206,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"0"
53,"blue-collar","married","high.school","no","yes","yes","cellular","jul","mon",243,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
34,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","fri",24,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"0"
44,"technician","married","high.school","no","yes","no","telephone","jul","tue",92,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
35,"services","married","basic.9y","no","yes","no","telephone","apr","mon",26,4,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,"0"
47,"unemployed","married","professional.course","no","yes","no","cellular","nov","wed",248,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"0"
23,"unemployed","single","university.degree","no","yes","no","cellular","jul","wed",119,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
46,"management","married","basic.9y","unknown","no","no","telephone","may","mon",206,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"0"
24,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","thu",167,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"0"
30,"services","divorced","high.school","no","yes","no","cellular","may","thu",202,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"0"
34,"blue-collar","married","professional.course","no","yes","yes","cellular","may","fri",19,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"0"
35,"services","unknown","high.school","no","no","no","cellular","may","tue",516,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"0"
43,"technician","single","professional.course","no","no","no","telephone","jul","wed",44,2,999,0,"nonexistent",1.4,93.918,-42.7,4.956,5228.1,"0"
43,"services","single","high.school","unknown","no","yes","cellular","nov","fri",53,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"0"
29,"admin.","married","basic.6y","no","no","no","cellular","may","fri",58,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"0"
24,"admin.","single","high.school","no","yes","no","cellular","jul","thu",165,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"0"
36,"entrepreneur","married","high.school","no","no","yes","telephone","jun","thu",91,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"0"
30,"technician","married","high.school","no","yes","no","telephone","may","thu",212,6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"0"
34,"services","married","high.school","no","yes","no","cellular","nov","tue",78,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"0"
56,"retired","married","professional.course","no","no","no","cellular","aug","tue",139,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
41,"technician","single","university.degree","unknown","yes","yes","telephone","jun","mon",378,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"0"
35,"technician","single","university.degree","no","yes","no","cellular","aug","wed",102,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"0"
41,"management","married","university.degree","unknown","no","no","telephone","may","mon",213,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
26,"blue-collar","single","basic.9y","no","yes","yes","cellular","jul","mon",151,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"0"
35,"technician","married","university.degree","unknown","no","no","telephone","may","thu",215,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"0"
57,"technician","married","high.school","no","yes","no","cellular","may","mon",228,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"0"
38,"blue-collar","single","high.school","no","yes","no","cellular","aug","mon",104,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"0"
32,"technician","married","university.degree","no","yes","no","cellular","jul","thu",357,7,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
40,"admin.","single","high.school","unknown","no","no","telephone","may","tue",64,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
32,"blue-collar","married","basic.4y","unknown","yes","no","cellular","nov","thu",292,2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"0"
58,"admin.","married","university.degree","unknown","no","no","cellular","jul","mon",257,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
27,"technician","single","professional.course","no","no","no","telephone","may","tue",148,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
39,"entrepreneur","married","university.degree","unknown","no","no","cellular","nov","tue",54,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"0"
47,"entrepreneur","married","high.school","no","yes","yes","cellular","aug","tue",303,5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
42,"technician","married","professional.course","unknown","yes","no","cellular","jul","thu",721,10,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"0"
55,"management","married","university.degree","no","yes","no","cellular","may","mon",90,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"0"
25,"blue-collar","single","basic.6y","unknown","yes","no","cellular","may","fri",109,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"0"
33,"technician","single","professional.course","no","yes","no","cellular","aug","fri",436,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
20,"student","single","unknown","no","no","no","cellular","apr","fri",342,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.663,5008.7,"0"
51,"admin.","divorced","high.school","no","no","no","cellular","aug","tue",83,1,6,2,"failure",-2.9,92.201,-31.4,0.838,5076.2,"0"
33,"unemployed","single","university.degree","no","no","no","telephone","jun","mon",89,1,999,1,"failure",-2.9,92.963,-40.8,1.266,5076.2,"0"
42,"blue-collar","married","basic.4y","no","no","no","cellular","jul","fri",504,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"0"
30,"services","divorced","high.school","no","yes","no","telephone","jun","fri",56,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"0"
29,"services","married","high.school","no","no","no","telephone","may","wed",614,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"0"
31,"services","single","high.school","unknown","yes","no","cellular","may","thu",452,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"0"
29,"self-employed","married","professional.course","no","no","no","telephone","jun","wed",632,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"0"
30,"technician","married","professional.course","no","yes","no","cellular","aug","tue",205,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
42,"technician","single","basic.9y","no","yes","no","telephone","may","wed",99,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
42,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","may","thu",36,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"0"
35,"blue-collar","married","basic.6y","unknown","no","no","cellular","may","fri",43,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"0"
31,"technician","single","professional.course","no","yes","no","cellular","aug","fri",119,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"0"
31,"admin.","single","university.degree","no","yes","no","cellular","may","wed",157,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"0"
41,"admin.","divorced","high.school","no","unknown","unknown","telephone","jun","thu",289,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"0"
45,"technician","divorced","university.degree","no","no","yes","telephone","apr","wed",101,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"0"
31,"admin.","single","university.degree","unknown","no","no","cellular","aug","tue",359,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
38,"admin.","married","high.school","no","yes","no","cellular","may","fri",247,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"0"
42,"blue-collar","divorced","high.school","no","no","no","telephone","jun","tue",256,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"0"
36,"blue-collar","married","basic.9y","no","unknown","unknown","telephone","jul","mon",102,14,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
33,"unemployed","divorced","professional.course","no","no","no","cellular","aug","mon",197,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
35,"technician","single","professional.course","no","no","yes","cellular","aug","fri",30,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"0"
52,"blue-collar","married","basic.9y","unknown","unknown","unknown","telephone","jun","mon",117,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"0"
53,"technician","married","professional.course","unknown","yes","no","telephone","may","fri",153,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"0"
54,"unknown","married","unknown","unknown","no","no","telephone","may","mon",103,8,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
29,"technician","single","university.degree","no","no","no","cellular","aug","wed",95,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"0"
55,"services","divorced","professional.course","no","no","no","cellular","apr","mon",88,1,999,1,"failure",-1.8,93.075,-47.1,1.392,5099.1,"0"
28,"admin.","single","university.degree","no","yes","yes","cellular","apr","thu",76,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"0"
57,"admin.","married","university.degree","no","no","yes","telephone","may","mon",327,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
43,"technician","single","professional.course","no","no","no","telephone","may","fri",150,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"0"
41,"services","single","unknown","unknown","no","no","cellular","jul","tue",717,13,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
40,"admin.","married","professional.course","no","unknown","unknown","cellular","may","tue",305,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"0"
55,"retired","single","high.school","no","yes","no","telephone","may","mon",342,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
45,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",944,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"0"
24,"admin.","single","high.school","no","yes","yes","cellular","jul","wed",100,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"0"
38,"technician","single","university.degree","no","yes","no","cellular","apr","fri",351,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"0"
47,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","jun","wed",81,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"0"
33,"admin.","married","university.degree","no","yes","no","cellular","may","fri",317,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"0"
36,"blue-collar","single","basic.9y","unknown","unknown","unknown","telephone","jun","fri",25,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"0"
35,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",330,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
62,"unemployed","married","high.school","no","yes","no","cellular","aug","wed",250,1,999,1,"failure",-2.9,92.201,-31.4,0.854,5076.2,"0"
51,"technician","divorced","professional.course","no","no","yes","cellular","aug","fri",50,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"0"
45,"retired","married","basic.9y","no","yes","no","cellular","aug","wed",601,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"0"
38,"entrepreneur","married","university.degree","no","no","no","telephone","jun","thu",989,3,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"0"
54,"admin.","single","university.degree","unknown","no","no","cellular","aug","thu",218,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"0"
31,"blue-collar","married","high.school","no","yes","yes","cellular","may","tue",184,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"0"
21,"admin.","single","high.school","no","yes","no","cellular","jun","wed",180,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"0"
43,"services","divorced","high.school","unknown","no","no","cellular","apr","thu",473,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.483,5099.1,"0"
27,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","tue",364,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
48,"management","married","university.degree","no","yes","no","cellular","aug","tue",313,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"0"
35,"services","married","university.degree","no","yes","no","telephone","sep","thu",8,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.884,4963.6,"0"
58,"self-employed","divorced","university.degree","no","yes","no","cellular","jul","thu",548,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"0"
42,"admin.","married","university.degree","no","no","no","cellular","aug","fri",71,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
35,"technician","single","professional.course","no","unknown","unknown","cellular","may","mon",146,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"0"
51,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","mon",301,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
26,"technician","single","professional.course","no","yes","no","cellular","may","thu",294,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"0"
25,"admin.","single","high.school","no","yes","yes","cellular","may","fri",795,6,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"0"
49,"technician","married","professional.course","no","yes","no","cellular","may","mon",113,1,999,0,"nonexistent",-1.8,93.876,-40,0.701,5008.7,"0"
